url,speaker_type,sent_idx,sentence_text,context_text,trade_risk,sanctions_risk,embargo_risk,geopolitical_risk,p_positive,p_negative,p_neutral,sentiment
https://www.investing.com/news/transcripts/earnings-call-transcript-acme-united-beats-q4-2025-earnings-expectations-93CH-4529131,exec,25,"However, sales of school and office products were lower, mainly due to the cancellation of customer orders as a result of tariff uncertainty.","Sales of first aid and medical products were strong. However, sales of school and office products were lower, mainly due to the cancellation of customer orders as a result of tariff uncertainty. Net sales in Europe increased 22% in local currency for the quarter.",True,False,False,False,0.6962471008300781,0.26922279596328735,0.03453012555837631,positive
https://www.investing.com/news/transcripts/earnings-call-transcript-alkami-technology-q4-2025-misses-eps-estimates-stock-stable-93CH-4526177,exec,128,"I think the important one was, when we put the two companies together, there were only 11 Alkami online banking clients that had all three products, that had our data marketing platform and had the origination platform.","There’s 161 live clients on the deposit origination platform, and of that, there’s 26 digital banking clients. I think the important one was, when we put the two companies together, there were only 11 Alkami online banking clients that had all three products, that had our data marketing platform and had the origination platform. At the end of the year, under contract are 45 clients that have all three products.",True,False,False,False,0.04659261554479599,0.02027478814125061,0.9331325888633728,neutral
https://www.investing.com/news/transcripts/earnings-call-transcript-allison-transmission-q4-2025-results-disappoint-93CH-4520256,exec,27,"However, as the year progressed, our performance was negatively impacted by broader macroeconomic factors, including global trade policies, uncertainties, and sluggish economic growth in most of the regions in which we operate.","The year began with strong momentum. However, as the year progressed, our performance was negatively impacted by broader macroeconomic factors, including global trade policies, uncertainties, and sluggish economic growth in most of the regions in which we operate. Despite these external headwinds, we remain disciplined, focusing on cost control and execution.",True,False,False,False,0.18329671025276184,0.6859351396560669,0.1307680904865265,negative
https://www.investing.com/news/transcripts/earnings-call-transcript-allison-transmission-q4-2025-results-disappoint-93CH-4520256,exec,43,"Could you talk just briefly about what your pricing expectations are for 2026, what your rate of inflation is, and just, you know, kind of what you competitive in the ever-changing tariff situation?","0: Hi, thanks. Could you talk just briefly about what your pricing expectations are for 2026, what your rate of inflation is, and just, you know, kind of what you competitive in the ever-changing tariff situation? Just for clarity, when you do disclose the segment data, you will do an EBITDA by segment or operating income by segment, and any comments on, you know, kind of the core legacy business, whether profits are up or down in your embedded guide.",True,False,False,False,0.0473719947040081,0.05959354341030121,0.8930343985557556,neutral
https://www.investing.com/news/transcripts/earnings-call-transcript-allison-transmission-q4-2025-results-disappoint-93CH-4520256,analyst,24,"Just hoping we could maybe discuss pricing in the off-highway business that you acquired, both in the nearer term, I would assume there’s probably some tariff impacts and recovery in the business this year, but also be curious just to get your bigger picture thoughts on aspirations for pricing in that business longer term as well.","Thanks to take the question. Just hoping we could maybe discuss pricing in the off-highway business that you acquired, both in the nearer term, I would assume there’s probably some tariff impacts and recovery in the business this year, but also be curious just to get your bigger picture thoughts on aspirations for pricing in that business longer term as well. Thank you.",True,False,False,False,0.25138846039772034,0.01084836758673191,0.7377632856369019,neutral
https://www.investing.com/news/transcripts/earnings-call-transcript-alpha-metallurgical-resources-q4-2025-misses-estimates-93CH-4532188,exec,37,"Despite these supply-related shifts in the indices, the global metallurgical coal markets are still structurally influenced by steel demand, which is linked to economic conditions, policy decisions, geopolitical tensions, tariffs, and ongoing trade negotiations, all of which could impact met coal pricing.","East Coast markets significantly expanded, with spreads also widening between the premium grade, low-vol coal and high-vol coals. Despite these supply-related shifts in the indices, the global metallurgical coal markets are still structurally influenced by steel demand, which is linked to economic conditions, policy decisions, geopolitical tensions, tariffs, and ongoing trade negotiations, all of which could impact met coal pricing. Metallurgical coal markets experienced very varied movements across the indices during the fourth quarter of 2025.",True,False,False,True,0.2781476080417633,0.43596217036247253,0.28589022159576416,negative
https://www.investing.com/news/transcripts/earnings-call-transcript-ambu-q1-202526-sees-86-growth-stock-rises-412-93CH-4484011,exec,13,"And yes, you should expect also an above-2 percentage point tariff cost for the second quarter.","That means an above-3 percentage point negative impact in the first quarter on EBIT margin. And yes, you should expect also an above-2 percentage point tariff cost for the second quarter. Thank you.",True,False,False,False,0.013644860126078129,0.9504229426383972,0.03593217581510544,negative
https://www.investing.com/news/transcripts/earnings-call-transcript-ambu-q1-202526-sees-86-growth-stock-rises-412-93CH-4484011,exec,69,"I’m not going to comment specifically on Q2 relative to Q1, but just repeat what I said earlier, being that we do expect tariff costs to be above the level for the full year, also for Q2, i.e., above 2%.","Now you saw a level for Q1 alone. I’m not going to comment specifically on Q2 relative to Q1, but just repeat what I said earlier, being that we do expect tariff costs to be above the level for the full year, also for Q2, i.e., above 2%. So, two clarifications.",True,False,False,False,0.21729318797588348,0.04197690635919571,0.7407298684120178,neutral
https://www.investing.com/news/transcripts/earnings-call-transcript-ambu-q1-202526-sees-86-growth-stock-rises-412-93CH-4484011,analyst,82,"But given sort of the increased geopolitical tensions now between China and Japan, I mean, based on your learnings from the trip, are you seeing that?","And China has always been their main focus. But given sort of the increased geopolitical tensions now between China and Japan, I mean, based on your learnings from the trip, are you seeing that? Do you think there’s a big potential push, sort of a faster market conversion to the single-use in China?",False,False,False,True,0.22706738114356995,0.013798740692436695,0.7591338753700256,neutral
https://www.investing.com/news/transcripts/earnings-call-transcript-ambu-q1-202526-sees-86-growth-stock-rises-412-93CH-4484011,analyst,89,"Just a quick follow-up, effectively, on the tariff and, specifically to the Mexico, ramp up and actual levels of manufacturing and production and the one we can expect over the course of the year.","Good morning. Just a quick follow-up, effectively, on the tariff and, specifically to the Mexico, ramp up and actual levels of manufacturing and production and the one we can expect over the course of the year. So I, I really understand.",True,False,False,False,0.1848655641078949,0.017452580854296684,0.7976819276809692,neutral
https://www.investing.com/news/transcripts/earnings-call-transcript-amer-sports-q4-2025-results-miss-eps-forecast-stock-dips-93CH-4521664,exec,88,"One of the things that is probably embedded that is not easily seen, but Q1, as some of the deleverage is driven on a comparable basis, driven by the fact that Q1 last year in ball and racket was a quarter with meaningful pull forward because of the threat of tariffs that was on the horizon.","Of course, in the U.S., I will replay the same, the same as I did for the previous. One of the things that is probably embedded that is not easily seen, but Q1, as some of the deleverage is driven on a comparable basis, driven by the fact that Q1 last year in ball and racket was a quarter with meaningful pull forward because of the threat of tariffs that was on the horizon. Q1 last year compared to Q1 this year, Q1 this year is more normal.",True,False,False,False,0.1877375692129135,0.14690962433815002,0.6653528213500977,neutral
https://www.investing.com/news/transcripts/earnings-call-transcript-ameren-corp-q4-2025-earnings-surpass-expectations-93CH-4503594,exec,99,"Maybe it’s related to some solar setbacks or some changes in local taxing authority, but look, solar is an important resource, you know, combined with everything else that we’re doing from a natural gas and nuclear or coal perspective.","My sense is that we can find a path forward on this. Maybe it’s related to some solar setbacks or some changes in local taxing authority, but look, solar is an important resource, you know, combined with everything else that we’re doing from a natural gas and nuclear or coal perspective. As we just indicated, Marty just went through elegantly, we need all of this generation.",True,False,False,False,0.3187830448150635,0.014378329738974571,0.6668386459350586,neutral
https://www.investing.com/news/transcripts/earnings-call-transcript-amg-q4-2025-shows-resilience-amid-market-challenges-93CH-4528515,exec,26,"It’s important to understand, however, that these tax loss carryforwards are at our U.S.","This was due to historical operating losses, and it is consistent with IFRS accounting. It’s important to understand, however, that these tax loss carryforwards are at our U.S. and German holding companies.",True,False,False,False,0.04414940997958183,0.5476321578025818,0.4082184433937073,negative
https://www.investing.com/news/transcripts/earnings-call-transcript-apollo-global-management-beats-q4-2025-forecasts-93CH-4494360,exec,111,"Bill, let me address your taxing question on margins because it’s important, obviously.","But you have yet to see the rest of the industry build out to serve the other markets that are now available to us. Bill, let me address your taxing question on margins because it’s important, obviously. You should expect FRE margin expansion over time.",True,False,False,False,0.4929712414741516,0.010488815605640411,0.4965398609638214,neutral
https://www.investing.com/news/transcripts/earnings-call-transcript-arcus-biosciences-beats-eps-expectations-in-q4-2025-93CH-4526124,exec,136,"First off, it’s really providing important validation for the field in an earlier line setting, and we feel great knowing that we have a better HIF-2 inhibitor, and we’re going on top of what is the standard of care Cabo and so far as TKI versus Lenva, and we have the same control arm.","We think a couple things. First off, it’s really providing important validation for the field in an earlier line setting, and we feel great knowing that we have a better HIF-2 inhibitor, and we’re going on top of what is the standard of care Cabo and so far as TKI versus Lenva, and we have the same control arm. From our perspective, obviously, we have no-...",True,False,False,False,0.6054190993309021,0.009987989440560341,0.38459300994873047,positive
https://www.investing.com/news/transcripts/earnings-call-transcript-aston-martin-lagonda-faces-challenging-q4-2025-93CH-4524123,exec,3,"As we’ve outlined throughout the year, we have navigated a highly challenging trading environment, an unprecedented backdrop of geopolitical uncertainties and macroeconomic pressures, including heightened tariffs in the U.S.","Before Doug takes you through the financial performance in detail, I’m going to provide a summary of our key achievements and areas of strategic focus during 2025, followed by a review of the work we have done on the future product lineup. As we’ve outlined throughout the year, we have navigated a highly challenging trading environment, an unprecedented backdrop of geopolitical uncertainties and macroeconomic pressures, including heightened tariffs in the U.S. and China, weighed on our performance and ability to execute our plans effectively.",True,False,False,False,0.4655397832393646,0.20330649614334106,0.3311536908149719,positive
https://www.investing.com/news/transcripts/earnings-call-transcript-aston-martin-lagonda-faces-challenging-q4-2025-93CH-4524123,exec,9,"Overall, our full year 2025 performance reflects, as we guided, fewer specials deliveries and the disciplined approach we took to operations as we navigated the heightened challenges and uncertainty in the global macroeconomic and geopolitical environments, particularly in relation to tariffs and the quota mechanism in the U.S.","Before we move into the Q&A, I’ll take you through our financial performance for 2025, and our guidance for 2026 and onwards. Overall, our full year 2025 performance reflects, as we guided, fewer specials deliveries and the disciplined approach we took to operations as we navigated the heightened challenges and uncertainty in the global macroeconomic and geopolitical environments, particularly in relation to tariffs and the quota mechanism in the U.S. Looking at the detail on the slide, wholesale volumes were down 10% at 5,448.",True,False,False,False,0.008287913165986538,0.9758116602897644,0.015900414437055588,negative
https://www.investing.com/news/transcripts/earnings-call-transcript-atkores-q1-2026-earnings-beat-forecasts-stock-rises-93CH-4481922,exec,149,"Again, without getting too specific on future steps, but you are correct, Justin, that for us, the tariffs, ’cause where we did get our products, our aluminum, from offshore, or at least offshore Canada, I’ll be specific.","Yeah. Again, without getting too specific on future steps, but you are correct, Justin, that for us, the tariffs, ’cause where we did get our products, our aluminum, from offshore, or at least offshore Canada, I’ll be specific. So they are being impacted by the tariffs.",True,False,False,False,0.061105187982320786,0.1678517907857895,0.7710429430007935,neutral
https://www.investing.com/news/transcripts/earnings-call-transcript-atkores-q1-2026-earnings-beat-forecasts-stock-rises-93CH-4481922,analyst,70,I believe aluminum tariffs were potentially expected to have an impact on the cost structure.,"And then just one on the tariffs. I believe aluminum tariffs were potentially expected to have an impact on the cost structure. Wondering how that’s evolving, if you’ve secured domestic sources of supply, and what the potential impact on the margins could be.",True,False,False,False,0.03996772691607475,0.1514449566602707,0.8085873126983643,neutral
https://www.investing.com/news/transcripts/earnings-call-transcript-atlas-energy-solutions-q4-2025-misses-eps-revenue-up-93CH-4522185,exec,152,"Granted, there’s a lot of geopolitical risk premium built into that, but, I don’t think any of us think we live in a world where there’s not going to be geopolitical risk.","You know, I think that, if you rewind three months ago, it seemed like every macro note you were reading was, you know, pointing to oil being, you know, $45-$50 at this point in the year, and here we are sitting at, you know, $66 WTI. Granted, there’s a lot of geopolitical risk premium built into that, but, I don’t think any of us think we live in a world where there’s not going to be geopolitical risk. Yeah, that’s a good question.",False,False,False,True,0.06749307364225388,0.03706750646233559,0.8954393863677979,neutral
https://www.investing.com/news/transcripts/earnings-call-transcript-atlasclear-q2-2026-sees-strong-revenue-growth-and-stock-uptick-93CH-4505614,exec,80,Because it’s important for the bank acquisition.,"Can I just add a couple of things on that? Because it’s important for the bank acquisition. The terms that we announced last week, the sellers are accepting 73% of the acquisition in our stock, and they’re doing that because they see the vision, they believe in the vision, they want to be part of the vision.",True,False,False,False,0.09379205107688904,0.012543854303658009,0.8936641216278076,neutral
https://www.investing.com/news/transcripts/earnings-call-transcript-aussie-broadbands-q1-2025-sees-strategic-shifts-93CH-4517659,exec,18,"We support diversity and continued growth across all the segments, ensuring we’ve broadened our market reach into strategic sectors like banking and energy, but importantly, deepen our core capability in segments such as SME with NextG.","Over the last 6 months, we’ve announced wholesale service agreement with More and Tangerine, the acquisition of AGL Telco, and today, the acquisition of NextG. We support diversity and continued growth across all the segments, ensuring we’ve broadened our market reach into strategic sectors like banking and energy, but importantly, deepen our core capability in segments such as SME with NextG. These successes are a testament to the entire business.",True,False,False,False,0.9080519080162048,0.008011626079678535,0.08393644541501999,positive
https://www.investing.com/news/transcripts/earnings-call-transcript-autodesk-beats-q4-2026-earnings-expectations-93CH-4530211,exec,151,"One of the important things to keep in mind about 28, Alexi, is that our federal tax payments will begin to normalize from fiscal 28.","The owners are driving a lot of the adoption of technology, and they’re looking at the design through make cycle. One of the important things to keep in mind about 28, Alexi, is that our federal tax payments will begin to normalize from fiscal 28. You just need to factor that in discreetly.",True,False,False,False,0.20948800444602966,0.01749829575419426,0.773013710975647,neutral
https://www.investing.com/news/transcripts/earnings-call-transcript-avanos-medical-q4-2025-beats-forecasts-but-stock-dips-93CH-4521792,exec,7,"As a reminder, our comments today contain forward-looking statements related to the company, our expected performance, and current economic conditions, including risk relating to ongoing tariff negotiations and our industry.","A presentation for today’s call is available on the investor section of our website, avanos.com. As a reminder, our comments today contain forward-looking statements related to the company, our expected performance, and current economic conditions, including risk relating to ongoing tariff negotiations and our industry. No assurance can be given as to future financial results.",True,False,False,False,0.03443402051925659,0.023822195827960968,0.941743791103363,neutral
https://www.investing.com/news/transcripts/earnings-call-transcript-avanos-medical-q4-2025-beats-forecasts-but-stock-dips-93CH-4521792,exec,16,"Moreover, we are closely evaluating the potential impact of the recent Supreme Court rulings on tariffs and monitoring subsequent actions by the administration.","While the impact of tariffs in 2025 obscured the profitability of the company, our team took steps to mitigate their impact, and we will see the benefits of those measures starting this year. Moreover, we are closely evaluating the potential impact of the recent Supreme Court rulings on tariffs and monitoring subsequent actions by the administration. Thanks, Dave.",True,False,False,False,0.5539165139198303,0.015187736600637436,0.43089574575424194,positive
https://www.investing.com/news/transcripts/earnings-call-transcript-avanos-medical-q4-2025-beats-forecasts-but-stock-dips-93CH-4521792,exec,47,"And- Just going to say, as we shared in our prepared remarks, in terms of just as you think about phasing, we do expect in the second half, we’ll see improved gross margin, and that’ll continue into 2027, due to just the weight of the tariff impact in the first half.","As we move the syringes over, we’ll have USMCA for them in Mexico as well, just to clarify the other part of your question. And- Just going to say, as we shared in our prepared remarks, in terms of just as you think about phasing, we do expect in the second half, we’ll see improved gross margin, and that’ll continue into 2027, due to just the weight of the tariff impact in the first half. I think lastly, you know, it’s, we, you know, the goalpost is moving a little bit with the latest news from the Supreme Court and the latest news from the administration, we’ll evaluate all that.",True,False,False,False,0.6757897138595581,0.01660194806754589,0.30760836601257324,positive
https://www.investing.com/news/transcripts/earnings-call-transcript-avery-dennison-q4-2025-beats-eps-forecast-stock-rises-93CH-4485692,exec,17,"From an overall sales perspective, our business continued to be impacted by a softer consumer environment and customer uncertainty due to the impact of trade policy changes.","Earnings growth was driven by higher volume and productivity, partially offset by higher employee-related costs and targeted growth investments. From an overall sales perspective, our business continued to be impacted by a softer consumer environment and customer uncertainty due to the impact of trade policy changes. Fourth quarter reported sales were up 3.9%, with organic sales comparable to prior year, as positive volume was offset by deflation-related price reductions.",True,False,False,False,0.9586978554725647,0.02438903972506523,0.016913169994950294,positive
https://www.investing.com/news/transcripts/earnings-call-transcript-avery-dennison-q4-2025-beats-eps-forecast-stock-rises-93CH-4485692,exec,52,"You know, at the high level, I’d still say there’s a high degree of tariff uncertainty.","Good morning Yeah, Josh, let me just spend a bit of time just digging into that. You know, at the high level, I’d still say there’s a high degree of tariff uncertainty. So while largely tariff rates are assumed to be in place, as you’ve seen, I think everybody’s seen, that can pretty dramatically change depending on, what the administration decides to do with the broader tariff policy.",True,False,False,False,0.06825459003448486,0.05152875557541847,0.8802167177200317,neutral
https://www.investing.com/news/transcripts/earnings-call-transcript-avis-budget-group-q4-2025-reveals-significant-eps-miss-93CH-4514005,exec,51,"So Manheim values, if you recall, they were roughly flat year-over-year in the first quarter, and then amid tariff uncertainty, it really spiked into the second and third quarter, and then it exited the year essentially flat again.","So the used car market in 2025 in the U.S., it was unusually volatile. So Manheim values, if you recall, they were roughly flat year-over-year in the first quarter, and then amid tariff uncertainty, it really spiked into the second and third quarter, and then it exited the year essentially flat again. So by year-end, pricing normalized completely relative to where it began.",True,False,False,False,0.16276399791240692,0.5707677006721497,0.2664682865142822,negative
https://www.investing.com/news/transcripts/earnings-call-transcript-avis-budget-group-q4-2025-reveals-significant-eps-miss-93CH-4514005,exec,142,"Stephanie, I think we operate in a business with inherent volatility, so that’s why it’s very important to control those things that we can control, and that’s reflected in how we’re planning for this year.","An improvement that the team has already been delivering on during 2025, and that, that’s worth about $100 million for us next year. Stephanie, I think we operate in a business with inherent volatility, so that’s why it’s very important to control those things that we can control, and that’s reflected in how we’re planning for this year. So the structural actions that we’re implementing, which is tighter fleet discipline, cost rigor, capital allocation focus, that’s all designed to reduce volatility and strengthen the earnings base over time.",True,False,False,False,0.7725088596343994,0.013239908963441849,0.21425122022628784,positive
https://www.investing.com/news/transcripts/earnings-call-transcript-banco-de-chile-q4-2025-sees-stable-revenue-93CH-4488475,exec,50,"For example, there is an important consensus about the rule to reduce taxes, but the question is about the timeline of this potential reduction in taxes.","I think that it’s also important to keep in mind that it’s gonna depend on the type of measure that the new government will announce. For example, there is an important consensus about the rule to reduce taxes, but the question is about the timeline of this potential reduction in taxes. We have to remember that there is not an important majority in both chambers in the government, so that’s why there’s gonna be some negotiation between different parties, coalitions, et cetera.",True,False,False,False,0.11724253743886948,0.03775034472346306,0.845007061958313,neutral
https://www.investing.com/news/transcripts/earnings-call-transcript-banco-de-chile-q4-2025-sees-stable-revenue-93CH-4488475,exec,70,"This number, this new subsidiary will be adding important value to...","So we have interesting level of customer base that we’re cross-selling with our account managers to Banchile Pagos. This number, this new subsidiary will be adding important value to... It’s one of the drivers for fee growth.",True,False,False,False,0.6542885899543762,0.010317452251911163,0.33539387583732605,positive
https://www.investing.com/news/transcripts/earnings-call-transcript-bank-pekao-reports-record-profit-in-q4-2025-93CH-4513341,exec,5,"I would say that what characterized the entire 2025, and actually, we treat it as a certain achievement of the bank, that’s acceleration of credit action and strengthening of the importance of commissions profit.","We’ve already had the rehearsal of this conference with the media, so probably things will go smoothly, and we might speed up a little bit. I would say that what characterized the entire 2025, and actually, we treat it as a certain achievement of the bank, that’s acceleration of credit action and strengthening of the importance of commissions profit. ...",True,False,False,False,0.857002854347229,0.011064060963690281,0.13193312287330627,positive
https://www.investing.com/news/transcripts/earnings-call-transcript-barks-q3-2026-results-show-missed-revenue-target-93CH-4489099,exec,13,Entering the second half of the year debt-free with a leaner cost structure and greater financial flexibility has helped us navigate tariffs and broader market uncertainty while continuing to invest thoughtfully in the areas that matter most.,"Our priorities throughout fiscal 2026 have remained consistent: strengthening the business by improving profitability and operating with discipline in a volatile macro environment. Entering the second half of the year debt-free with a leaner cost structure and greater financial flexibility has helped us navigate tariffs and broader market uncertainty while continuing to invest thoughtfully in the areas that matter most. Turning to the quarter, Adjusted EBITDA was -$1.6 million, within our guidance range and consistent with last year.",True,False,False,False,0.9540526270866394,0.014244774356484413,0.03170259669423103,positive
https://www.investing.com/news/transcripts/earnings-call-transcript-barratt-redrow-q1-2025-reveals-mixed-results-93CH-4499033,exec,136,"So I mean, I think on first-time buyers, unquestionably, the bank of family, as I think it’s referred to, is very, very important.","So if I pick up in terms of PRS and first-time buyers and if Mike picks up in terms of the part exchange element of it. So I mean, I think on first-time buyers, unquestionably, the bank of family, as I think it’s referred to, is very, very important. Now, I can’t say this is the percentage because, as you know, we’re separate from the independent financial advisor.",True,False,False,False,0.04764148220419884,0.017963571473956108,0.9343950152397156,neutral
https://www.investing.com/news/transcripts/earnings-call-transcript-barratt-redrow-q1-2025-reveals-mixed-results-93CH-4499033,exec,179,"So I do think that when you look at the land bank, that number is very important because, I mean, that is a kind of measure of the sort of raw efficiency of the land bank.","And therefore, the revenue synergy outlets will drive that number down. So I do think that when you look at the land bank, that number is very important because, I mean, that is a kind of measure of the sort of raw efficiency of the land bank. If you’ve got one site for 1,000 plots, the answer is 1,000.",True,False,False,False,0.04756389930844307,0.38895878195762634,0.5634772777557373,neutral
https://www.investing.com/news/transcripts/earnings-call-transcript-bbva-q4-2025-sees-record-profit-stock-dips-premarket-93CH-4486839,exec,137,"We put our clients in connection to our, you know, emerging markets, and we’re doing business with large corporates that are growing the strategy in traditional corporate banking with that growth of 21% that we saw in the year in cross-border business.","So these are very thought-out plans that basically are trying to gear and leverage the global footprint that we have. We put our clients in connection to our, you know, emerging markets, and we’re doing business with large corporates that are growing the strategy in traditional corporate banking with that growth of 21% that we saw in the year in cross-border business. I think that in terms of underwriting criteria, we are quite, you know, conservative as in the rest of the group.",True,False,False,False,0.5570234656333923,0.011494961567223072,0.4314815104007721,positive
